"Code","Description","Name"
"188675007","Malignant lymphoma - small cleaved cell (disorder)","cancer"
"188728002","Aleukemic lymphoid leukemia (disorder)","cancer"
"236513009","Lymphoma of kidney (disorder)","cancer"
"240531002","African Burkitt's lymphoma (disorder)","cancer"
"240794006","Splenic schistosomal giant cell lymphoma (disorder)","cancer"
"276811008","Gastric lymphoma (disorder)","cancer"
"276815004","Lymphoma of intestine (disorder)","cancer"
"276836002","Primary cerebral lymphoma (disorder)","cancer"
"277572006","Pre B-cell acute lymphoblastic leukemia (disorder)","cancer"
"277573001","Common acute lymphoblastic leukemia (disorder)","cancer"
"277575008","T-cell acute lymphoblastic leukemia (disorder)","cancer"
"277579002","Light chain myeloma (disorder)","cancer"
"277580004","Non-secretory myeloma (disorder)","cancer"
"277587001","Juvenile chronic myeloid leukemia (disorder)","cancer"
"277589003","Atypical chronic myeloid leukemia (disorder)","cancer"
"277604002","Acute eosinophilic leukemia (disorder)","cancer"
"277610002","Hodgkin's disease, nodular sclerosis - lymphocytic predominance (disorder)","cancer"
"277612005","Hodgkin's disease, nodular sclerosis - lymphocytic depletion (disorder)","cancer"
"277616008","Diffuse low grade B-cell lymphoma (disorder)","cancer"
"277626001","Diffuse high grade B-cell lymphoma (disorder)","cancer"
"277628000","Diffuse malignant lymphoma - large cleaved cell (disorder)","cancer"
"277629008","Diffuse malignant lymphoma - large non-cleaved cell (disorder)","cancer"
"277637000","Large cell anaplastic lymphoma (disorder)","cancer"
"277642008","Low grade T-cell lymphoma (disorder)","cancer"
"277651000","Peripheral T-cell lymphoma - pleomorphic small cell (disorder)","cancer"
"277654008","Enteropathy-associated T-cell lymphoma (disorder)","cancer"
"278052009","Malignant lymphoma of breast (disorder)","cancer"
"285420006","Immunoglobulin A myeloma (disorder)","cancer"
"285839005","Acute myelomonocytic leukemia - eosinophilic variant (disorder)","cancer"
"303017006","Malignant lymphoma, convoluted cell type (disorder)","cancer"
"303055001","Malignant lymphoma, follicular center cell (disorder)","cancer"
"303057009","Malignant lymphoma, follicular center cell, non-cleaved (disorder)","cancer"
"307617006","Neutrophilic leukemia (disorder)","cancer"
"307623001","Malignant lymphoma - lymphoplasmacytic (disorder)","cancer"
"307635002","Hodgkin's disease, nodular sclerosis - cellular phase (disorder)","cancer"
"307637005","Malignant lymphoma, centroblastic-centrocytic, follicular (disorder)","cancer"
"307646004","Malignant lymphoma, lymphocytic, poorly differentiated, nodular (disorder)","cancer"
"307649006","Microglioma (disorder)","cancer"
"359631009","Acute myeloid leukemia, minimal differentiation, FAB M0 (disorder)","cancer"
"400122007","Primary cutaneous T-cell lymphoma (disorder)","cancer"
"404149003","Lymphoplasmacytic B-cell lymphoma, nodal/systemic with skin involvement (disorder)","cancer"
"413587002","Smoldering myeloma (disorder)","cancer"
"413843002","Chronic myeloid leukemia in myeloid blast crisis (disorder)","cancer"
"414166008","Extranodal natural killer/T-cell lymphoma, nasal type (disorder)","cancer"
"440422002","Asymptomatic multiple myeloma (disorder)","cancer"
"445227008","Juvenile myelomonocytic leukemia (disorder)","cancer"
"445406001","Hepatosplenic T-cell lymphoma (disorder)","cancer"
"449220000","Diffuse follicle center lymphoma (disorder)","cancer"
"763477007","Primary lymphoma of conjunctiva (disorder)","cancer"
"763666008","Splenic marginal zone B-cell lymphoma (disorder)","cancer"
"815361000000107","Acute myeloid leukaemia with 11q23 abnormality (disorder)","cancer"
"847481000000109","Follicular lymphoma grade 1 (disorder)","cancer"
"847631000000107","Follicular lymphoma grade 2 (disorder)","cancer"
"847651000000100","Follicular lymphoma grade 3 (disorder)","cancer"
"863741000000108","Clinical stage A chronic lymphocytic leukaemia (disorder)","cancer"
"863761000000109","Clinical stage B chronic lymphocytic leukaemia (disorder)","cancer"
"93520007","Hodgkin's disease of intra-abdominal lymph nodes (disorder)","cancer"
"93531004","Hodgkin's granuloma of intrathoracic lymph nodes (disorder)","cancer"
"94709001","Mycosis fungoides of intrathoracic lymph nodes (disorder)","cancer"
"94711005","Mycosis fungoides of lymph nodes of head, face AND/OR neck (disorder)","cancer"
"95193005","Nodular lymphoma of spleen (disorder)","cancer"
"9893005","Immunodeficiency with thymoma (disorder)","cancer"
"169397004","Radiochemotherapy: local infiltration (procedure)","cancer"
"169399001","Radiochemotherapy: oral route (procedure)","cancer"
"169401007","Radiochemotherapy: for immunosuppression (procedure)","cancer"
"169403005","Radiochemotherapy: into cavity (procedure)","cancer"
"232681000000103","Chemotherapy delivery (procedure)","cancer"
"238831000000103","Delivery of exclusively oral chemotherapy for neoplasm (regime/therapy)","cancer"
"238841000000107","Delivery of complex chemotherapy for neoplasm including prolonged infusional treatment at first attendance (procedure)","cancer"
"238861000000108","Delivery of simple parenteral chemotherapy for neoplasm at first attendance (procedure)","cancer"
"266719004","Oral chemotherapy (procedure)","cancer"
"268500004","Prophylactic chemotherapy (procedure)","cancer"
"315601005","Ambulatory chemotherapy (procedure)","cancer"
"367336001","Chemotherapy (procedure)","cancer"
"394894008","Pre-operative chemotherapy (procedure)","cancer"
"394895009","Postoperative chemotherapy (procedure)","cancer"
"39795003","Hand-SchÃ¼ller-Christian disease (disorder)","cancer"
"398271008","Predominantly T-cell defect (finding)","cancer"
"399042005","Chemotherapy cycle (procedure)","cancer"
"716872004","Antineoplastic chemotherapy regimen (regime/therapy)","cancer"
"722482005","Doxorubicin, bleomycin, vinblastine and dacarbazine chemotherapy regimen (regime/therapy)","cancer"
"843671000000104","Electrochemotherapy (procedure)","cancer"
"87776000","Intra-arterial infusion of antineoplastic agent (procedure)","cancer"
"720006006","Cancer care review (procedure)","cancer"
"1110871000000109","Quality and Outcomes Framework cancer quality indicator-related care invitation (procedure)","cancer"
"248331000000109","Cancer monitoring telephone invitation (procedure)","cancer"
"413740006","Cancer monitoring second letter (procedure)","cancer"
"413741005","Cancer monitoring third letter (procedure)","cancer"
"417084004","Cancer monitoring verbal invitation (procedure)","cancer"
"413738001","Cancer monitoring first letter (procedure)","cancer"
"413739009","Cancer monitoring invitation (procedure)","cancer"
